,Geneid,bwa,kallisto,star
6883,ENSRNOT00000071400_41691,0,0,0
6884,ENSRNOT00000072564_41692,3338,3215,2966
6885,ENSRNOT00000068077_41693,0,0,0
6886,ENSRNOT00000005226_41694,67,66,61
6887,ENSRNOT00000089732_41695,1,1,1
6888,ENSRNOT00000067940_41696,0,0,0
6889,ENSRNOT00000041353_41697,0,0,0
6890,ENSRNOT00000043527_41698,0,0,0
6891,ENSRNOT00000056601_41699,0,0,0
6892,ENSRNOT00000051000_41700,23,23,18
6893,ENSRNOT00000073423_41701,0,0,0
6894,ENSRNOT00000052368_41702,0,0,0
6895,ENSRNOT00000077856_41703,506,494,448
6896,ENSRNOT00000084818_41704,0,0,0
6897,ENSRNOT00000030532_41705,0,0,0
6898,ENSRNOT00000076015_41706,0,0,0
6899,ENSRNOT00000068553_41707,0,0,0
6900,ENSRNOT00000082470_41708,13,11,11
6901,ENSRNOT00000020523_41709,11,11,11
6902,ENSRNOT00000022901_41710,0,0,0
6903,ENSRNOT00000038294_41711,0,0,0
6904,ENSRNOT00000081444_41712,0,0,0
6905,ENSRNOT00000083834_41713,0,0,0
6906,ENSRNOT00000071976_41714,0,0,0
6907,ENSRNOT00000082685_41715,38,36,31
6908,ENSRNOT00000001403_41716,63,62,57
6909,ENSRNOT00000081766_41717,9,8,7
6910,ENSRNOT00000022047_41718,185,177,164
6911,ENSRNOT00000077293_41719,346,338,304
6912,ENSRNOT00000008387_41720,0,0,0
6913,ENSRNOT00000066895_41721,0,0,0
6914,ENSRNOT00000066837_41722,0,0,0
6915,ENSRNOT00000007897_41723,0,0,0
6916,ENSRNOT00000042498_41724,3,3,3
6917,ENSRNOT00000052302_41725,0,0,0
6918,ENSRNOT00000058897_41726,15,15,13
6919,ENSRNOT00000005348_41727,0,0,0
6920,ENSRNOT00000071541_41728,0,0,0
6921,ENSRNOT00000018367_41729,138,132,119
6922,ENSRNOT00000061209_41730,0,0,0
6923,ENSRNOT00000079788_41731,0,0,0
6924,ENSRNOT00000088050_41732,21,21,18
6925,ENSRNOT00000034101_41733,0,0,0
6926,ENSRNOT00000081197_41734,18,18,18
6927,ENSRNOT00000049011_41735,0,0,0
6928,ENSRNOT00000041961_41736,0,0,0
6929,ENSRNOT00000052008_41737,0,0,0
6930,ENSRNOT00000012814_41738,0,0,0
6931,ENSRNOT00000064113_41739,21,16,16
6932,ENSRNOT00000046368_41740,38,38,31
6933,ENSRNOT00000028635_41741,0,0,0
6934,ENSRNOT00000037288_41742,2,2,2
6935,ENSRNOT00000007309_41743,0,0,0
6936,ENSRNOT00000019646_41744,4,4,4
6937,ENSRNOT00000054860_41745,359,353,329
6938,ENSRNOT00000015820_41746,7,7,5
6939,ENSRNOT00000075227_41747,0,0,0
6940,ENSRNOT00000083884_41748,29,29,28
6941,ENSRNOT00000029580_41749,54,52,47
6942,ENSRNOT00000071906_41750,0,0,0
6943,ENSRNOT00000029415_41751,0,0,0
6944,ENSRNOT00000007620_41752,259,257,235
6945,ENSRNOT00000020230_41753,0,0,0
6946,ENSRNOT00000019578_41754,0,0,0
6947,ENSRNOT00000050649_41755,0,0,0
6948,ENSRNOT00000025694_41756,0,0,0
6949,ENSRNOT00000021176_41757,85,75,64
6950,ENSRNOT00000002678_41758,24,23,19
6951,ENSRNOT00000003720_41759,0,0,0
6952,ENSRNOT00000028886_41760,91,90,84
6953,ENSRNOT00000013694_41761,0,0,0
6954,ENSRNOT00000000710_41762,0,0,0
6955,ENSRNOT00000058093_41763,0,0,0
6956,ENSRNOT00000040754_41764,0,0,0
6957,ENSRNOT00000017070_41765,0,0,0
6958,ENSRNOT00000090165_41766,0,0,0
6959,ENSRNOT00000024918_41767,68,65,61
6960,ENSRNOT00000001844_41768,0,0,0
6961,ENSRNOT00000012691_41769,1,1,1
6962,ENSRNOT00000006330_41770,4,4,4
6963,ENSRNOT00000003735_41771,0,0,0
6964,ENSRNOT00000014687_41772,0,0,0
6965,ENSRNOT00000016138_41773,0,0,0
6966,ENSRNOT00000038950_41774,0,0,0
6967,ENSRNOT00000075593_41775,0,0,0
6968,ENSRNOT00000013955_41776,0,0,0
6969,ENSRNOT00000019089_41777,81,78,64
6970,ENSRNOT00000041565_41778,0,0,0
6971,ENSRNOT00000078453_41779,34,34,31
6972,ENSRNOT00000030960_41780,131,130,121
6973,ENSRNOT00000044463_41781,0,0,0
6974,ENSRNOT00000018393_41782,0,0,0
6975,ENSRNOT00000076980_41783,0,0,0
6976,ENSRNOT00000051702_41784,157,152,140
6977,ENSRNOT00000000123_41785,36,36,31
6978,ENSRNOT00000016176_41786,13,13,12
6979,ENSRNOT00000091693_41787,4,4,4
6980,ENSRNOT00000024430_41788,24,24,24
6981,ENSRNOT00000001933_41789,0,0,0
6982,ENSRNOT00000057030_41790,1829,1796,1635
6983,ENSRNOT00000013762_41791,0,0,0
6984,ENSRNOT00000077233_41792,60,58,56
6985,ENSRNOT00000071323_41793,15,15,15
6986,ENSRNOT00000082500_41794,9,8,8
6987,ENSRNOT00000091747_41795,131,123,114
6988,ENSRNOT00000020354_41796,0,0,0
6989,ENSRNOT00000036110_41797,87,81,72
6990,ENSRNOT00000029783_41798,1,0,0
6991,ENSRNOT00000080139_41799,0,0,0
6992,ENSRNOT00000044135_41800,0,0,0
6993,ENSRNOT00000070862_41801,75,75,68
6994,ENSRNOT00000028249_41802,11,11,10
6995,ENSRNOT00000063870_41803,0,0,0
6996,ENSRNOT00000077899_41804,0,0,0
6997,ENSRNOT00000009280_41805,14,14,13
6998,ENSRNOT00000072459_41806,242,213,172
6999,ENSRNOT00000034216_41807,0,0,0
7000,ENSRNOT00000023724_41808,0,0,0
7001,ENSRNOT00000045532_41809,0,0,0
7002,ENSRNOT00000028815_41810,204,200,194
7003,ENSRNOT00000079431_41811,0,0,0
7004,ENSRNOT00000044927_41812,0,0,0
7005,ENSRNOT00000031807_41813,20,20,19
7006,ENSRNOT00000073138_41814,0,0,0
7007,ENSRNOT00000065962_41815,415,409,384
7008,ENSRNOT00000091513_41816,142,142,133
7009,ENSRNOT00000067809_41817,0,0,0
7010,ENSRNOT00000073107_41818,198,191,186
7011,ENSRNOT00000079388_41819,350,345,336
7012,ENSRNOT00000079695_41820,47,43,41
7013,ENSRNOT00000000543_41821,1,1,1
7014,ENSRNOT00000061199_41822,184,183,172
7015,ENSRNOT00000003282_41823,183,181,172
7016,ENSRNOT00000010790_41824,0,0,0
7017,ENSRNOT00000057361_41825,0,0,0
7018,ENSRNOT00000026313_41826,34,34,31
7019,ENSRNOT00000006860_41827,9,9,9
7020,ENSRNOT00000037766_41828,0,0,0
7021,ENSRNOT00000088921_41829,180,178,167
7022,ENSRNOT00000074591_41830,0,0,0
7023,ENSRNOT00000087323_41831,193,191,188
7024,ENSRNOT00000031946_41832,1,1,1
7025,ENSRNOT00000060351_41833,0,0,0
7026,ENSRNOT00000092890_41834,37,37,36
7027,ENSRNOT00000035759_41835,0,0,0
7028,ENSRNOT00000032174_41836,1,1,1
7029,ENSRNOT00000006452_41837,6,5,3
7030,ENSRNOT00000021762_41838,57,49,48
7031,ENSRNOT00000083610_41839,0,0,0
7032,ENSRNOT00000080418_41840,18,17,15
7033,ENSRNOT00000065752_41841,445,441,418
7034,ENSRNOT00000057803_41842,0,0,0
7035,ENSRNOT00000018762_41843,0,0,0
7036,ENSRNOT00000041855_41844,0,0,0
7037,ENSRNOT00000043279_41845,0,0,0
7038,ENSRNOT00000080695_41846,1,1,1
7039,ENSRNOT00000090918_41847,5,5,5
7040,ENSRNOT00000031512_41848,0,0,0
7041,ENSRNOT00000083330_41849,0,0,0
7042,ENSRNOT00000034098_41850,0,0,0
7043,ENSRNOT00000088532_41851,0,0,0
7044,ENSRNOT00000067542_41852,447,435,409
7045,ENSRNOT00000016948_41853,83,82,79
7046,ENSRNOT00000027272_41854,241,239,229
7047,ENSRNOT00000051022_41855,0,0,0
7048,ENSRNOT00000021227_41856,4,3,3
7049,ENSRNOT00000058111_41857,31,31,31
7050,ENSRNOT00000093078_41858,14,13,10
7051,ENSRNOT00000058615_41859,0,0,0
7052,ENSRNOT00000029807_41860,0,0,0
7053,ENSRNOT00000012948_41861,0,0,0
7054,ENSRNOT00000043451_41862,58,57,51
7055,ENSRNOT00000088917_41863,58,57,56
7056,ENSRNOT00000012109_41864,0,0,0
7057,ENSRNOT00000021348_41865,1,1,1
7058,ENSRNOT00000046325_41866,20,19,19
7059,ENSRNOT00000023483_41867,0,0,0
7060,ENSRNOT00000087080_41868,0,0,0
7061,ENSRNOT00000020763_41869,0,0,0
7062,ENSRNOT00000091805_41870,0,0,0
7063,ENSRNOT00000093745_41871,132,132,125
7064,ENSRNOT00000044562_41872,15,15,14
7065,ENSRNOT00000013933_41873,85,83,79
7066,ENSRNOT00000074179_41874,0,0,0
7067,ENSRNOT00000013530_41875,3,3,3
7068,ENSRNOT00000075827_41876,0,0,0
7069,ENSRNOT00000013249_41877,156,153,145
7070,ENSRNOT00000010601_41878,249,245,233
7071,ENSRNOT00000078498_41879,18,18,18
7072,ENSRNOT00000016400_41880,0,0,0
7073,ENSRNOT00000087297_41881,115,115,106
7074,ENSRNOT00000020601_41882,36,34,33
7075,ENSRNOT00000034567_41883,0,0,0
7076,ENSRNOT00000008469_41884,0,0,0
7077,ENSRNOT00000013577_41885,3,3,3
7078,ENSRNOT00000043854_41886,0,0,0
7079,ENSRNOT00000087475_41887,556,255,121
7080,ENSRNOT00000037068_41888,0,0,0
7081,ENSRNOT00000004223_41889,0,0,0
7082,ENSRNOT00000083227_41890,92,92,82
7083,ENSRNOT00000085027_41891,0,0,0
7084,ENSRNOT00000073603_41892,0,0,0
7085,ENSRNOT00000040825_41893,0,0,0
7086,ENSRNOT00000039631_41894,0,0,0
7087,ENSRNOT00000083948_41895,0,0,0
7088,ENSRNOT00000027837_41896,0,0,0
7089,ENSRNOT00000059951_41897,33,32,27
7090,ENSRNOT00000084773_41898,0,0,0
7091,ENSRNOT00000089964_41899,0,0,0
7092,ENSRNOT00000031555_41900,889,876,808
7093,ENSRNOT00000078300_41901,103,101,93
7094,ENSRNOT00000080431_41902,47,47,47
7095,ENSRNOT00000010338_41903,35,34,34
7096,ENSRNOT00000028102_41904,9,9,9
7097,ENSRNOT00000075459_41905,0,0,0
7098,ENSRNOT00000020767_41906,1935,1906,1783
7099,ENSRNOT00000078633_41907,0,0,0
7100,ENSRNOT00000003128_41908,181,175,171
7101,ENSRNOT00000010462_41909,265,263,251
7102,ENSRNOT00000036848_41910,0,0,0
7103,ENSRNOT00000051491_41911,0,0,0
7104,ENSRNOT00000038842_41912,0,0,0
7105,ENSRNOT00000020558_41913,108,107,99
7106,ENSRNOT00000057608_41914,0,0,0
7107,ENSRNOT00000048033_41915,0,0,0
7108,ENSRNOT00000017025_41916,84,84,73
7109,ENSRNOT00000012993_41917,45,45,43
7110,ENSRNOT00000017969_41918,0,0,0
7111,ENSRNOT00000027919_41919,0,0,0
7112,ENSRNOT00000036917_41920,3,3,3
7113,ENSRNOT00000073774_41921,45,45,40
7114,ENSRNOT00000076946_41922,1,1,1
7115,ENSRNOT00000079054_41923,87,84,80
7116,ENSRNOT00000020873_41924,182,176,160
7117,ENSRNOT00000065156_41925,35,35,35
7118,ENSRNOT00000016739_41926,58,58,56
7119,ENSRNOT00000017291_41927,30,30,25
7120,ENSRNOT00000018981_41928,0,0,0
7121,ENSRNOT00000001968_41929,13,13,11
7122,ENSRNOT00000089800_41930,2,2,2
7123,ENSRNOT00000007338_41931,0,0,0
7124,ENSRNOT00000030895_41932,0,0,0
7125,ENSRNOT00000077492_41933,0,0,0
7126,ENSRNOT00000084642_41934,68,68,68
7127,ENSRNOT00000084348_41935,0,0,0
7128,ENSRNOT00000065411_41936,17,17,16
7129,ENSRNOT00000051653_41937,69,66,65
7130,ENSRNOT00000090307_41938,0,0,0
7131,ENSRNOT00000032244_41939,11,11,11
7132,ENSRNOT00000066588_41940,0,0,0
7133,ENSRNOT00000084222_41941,7,7,7
7134,ENSRNOT00000001289_41942,0,0,0
7135,ENSRNOT00000018693_41943,17,16,14
7136,ENSRNOT00000013182_41944,0,0,0
7137,ENSRNOT00000074625_41945,0,0,0
7138,ENSRNOT00000003296_41946,0,0,0
7139,ENSRNOT00000031701_41947,1,1,1
7140,ENSRNOT00000024037_41948,24,24,23
7141,ENSRNOT00000004986_41949,0,0,0
7142,ENSRNOT00000089384_41950,0,0,0
7143,ENSRNOT00000002083_41951,1,1,1
7144,ENSRNOT00000028646_41952,0,0,0
7145,ENSRNOT00000065471_41953,0,0,0
7146,ENSRNOT00000084093_41954,18,18,18
7147,ENSRNOT00000051474_41955,10,10,8
7148,ENSRNOT00000032056_41956,24,23,23
7149,ENSRNOT00000049441_41957,0,0,0
7150,ENSRNOT00000008416_41958,5,5,3
7151,ENSRNOT00000089271_41959,0,0,0
7152,ENSRNOT00000009264_41960,29,27,23
7153,ENSRNOT00000025225_41961,798,782,750
7154,ENSRNOT00000013841_41962,192,189,179
7155,ENSRNOT00000081107_41963,358,600,55
7156,ENSRNOT00000057049_41964,0,0,0
7157,ENSRNOT00000071333_41965,0,0,0
7158,ENSRNOT00000086921_41966,4,3,2
7159,ENSRNOT00000049858_41967,0,0,0
7160,ENSRNOT00000089272_41968,1,1,1
7161,ENSRNOT00000076169_41969,46,46,46
7162,ENSRNOT00000027944_41970,55,54,52
7163,ENSRNOT00000050349_41971,1,0,0
7164,ENSRNOT00000051655_41972,1,1,1
7165,ENSRNOT00000047454_41973,0,0,0
7166,ENSRNOT00000079763_41974,318,316,291
7167,ENSRNOT00000079058_41975,0,0,0
7168,ENSRNOT00000027261_41976,3,3,1
7169,ENSRNOT00000065927_41977,0,0,0
7170,ENSRNOT00000015076_41978,0,0,0
7171,ENSRNOT00000042161_41979,0,0,0
7172,ENSRNOT00000071815_41980,0,0,0
7173,ENSRNOT00000042872_41981,0,0,0
7174,ENSRNOT00000026192_41982,3,3,3
7175,ENSRNOT00000078345_41983,13,13,13
7176,ENSRNOT00000022495_41984,34,32,31
7177,ENSRNOT00000000792_41985,0,0,0
7178,ENSRNOT00000078261_41986,3,3,3
7179,ENSRNOT00000081179_41987,0,0,0
7180,ENSRNOT00000061129_41988,0,0,0
7181,ENSRNOT00000056518_41989,9,9,9
7182,ENSRNOT00000057751_41990,152,149,144
7183,ENSRNOT00000007683_41991,0,0,0
7184,ENSRNOT00000008889_41992,41,41,38
7185,ENSRNOT00000084597_41993,34,34,32
7186,ENSRNOT00000007003_41994,377,374,355
7187,ENSRNOT00000085545_41995,57,56,53
7188,ENSRNOT00000084240_41996,31,30,29
7189,ENSRNOT00000038736_41997,64,64,59
7190,ENSRNOT00000061187_41998,0,0,0
7191,ENSRNOT00000029319_41999,0,0,0
7192,ENSRNOT00000007807_42000,0,0,0
7193,ENSRNOT00000043147_42001,1,1,1
7194,ENSRNOT00000080493_42002,0,0,0
7195,ENSRNOT00000036656_42003,0,0,0
7196,ENSRNOT00000028334_42004,7,7,7
7197,ENSRNOT00000048277_42005,0,0,0
7198,ENSRNOT00000035372_42006,19,19,16
7199,ENSRNOT00000079166_42007,757,741,699
7200,ENSRNOT00000071724_42008,0,0,0
7201,ENSRNOT00000056180_42009,0,0,0
7202,ENSRNOT00000092094_42010,6,5,5
7203,ENSRNOT00000081144_42011,0,0,0
7204,ENSRNOT00000052392_42012,323,314,288
7205,ENSRNOT00000083171_42013,116,113,109
7206,ENSRNOT00000011756_42014,1,1,1
7207,ENSRNOT00000038376_42015,4,4,3
7208,ENSRNOT00000020529_42016,16,16,15
7209,ENSRNOT00000020499_42017,12,11,11
7210,ENSRNOT00000072152_42018,21,21,20
7211,ENSRNOT00000031492_42019,27,27,23
7212,ENSRNOT00000008982_42020,3,3,3
7213,ENSRNOT00000058366_42021,18,18,16
7214,ENSRNOT00000082124_42022,75,74,71
7215,ENSRNOT00000043305_42023,0,0,0
7216,ENSRNOT00000058999_42024,0,0,0
7217,ENSRNOT00000027305_42025,3478,3392,3191
7218,ENSRNOT00000011650_42026,0,0,0
7219,ENSRNOT00000025385_42027,11,11,11
7220,ENSRNOT00000092569_42028,40,38,38
7221,ENSRNOT00000008055_42029,8,8,6
7222,ENSRNOT00000002800_42030,26,25,22
7223,ENSRNOT00000066983_42031,0,0,0
7224,ENSRNOT00000090283_42032,0,0,0
7225,ENSRNOT00000071781_42033,0,0,0
7226,ENSRNOT00000030700_42034,0,0,0
7227,ENSRNOT00000065882_42035,2,2,1
7228,ENSRNOT00000087353_42036,0,0,0
7229,ENSRNOT00000034929_42037,0,0,0
7230,ENSRNOT00000024023_42038,16,16,14
7231,ENSRNOT00000012588_42039,354,348,326
7232,ENSRNOT00000089242_42040,3,3,2
7233,ENSRNOT00000005443_42041,15,15,14
7234,ENSRNOT00000071109_42042,0,0,0
7235,ENSRNOT00000071691_42043,0,0,0
7236,ENSRNOT00000005829_42044,4,4,4
7237,ENSRNOT00000076452_42045,0,0,0
7238,ENSRNOT00000014407_42046,1284,1265,1174
7239,ENSRNOT00000089073_42047,0,0,0
7240,ENSRNOT00000038550_42048,3,3,3
7241,ENSRNOT00000008805_42049,0,0,0
7242,ENSRNOT00000007407_42050,0,0,0
7243,ENSRNOT00000086961_42051,0,0,0
7244,ENSRNOT00000019770_42052,0,0,0
7245,ENSRNOT00000081351_42053,0,0,0
7246,ENSRNOT00000088999_42054,156,150,133
7247,ENSRNOT00000007374_42055,19,19,19
7248,ENSRNOT00000043955_42056,0,0,0
7249,ENSRNOT00000072668_42057,0,0,0
7250,ENSRNOT00000040856_42058,0,0,0
7251,ENSRNOT00000060811_42059,8,8,7
7252,ENSRNOT00000011408_42060,16,15,15
7253,ENSRNOT00000075779_42061,0,0,0
7254,ENSRNOT00000030658_42062,1,1,1
7255,ENSRNOT00000016251_42063,0,0,0
7256,ENSRNOT00000074778_42064,0,0,0
7257,ENSRNOT00000018023_42065,4,4,4
7258,ENSRNOT00000006411_42066,0,0,0
7259,ENSRNOT00000042658_42067,0,0,0
7260,ENSRNOT00000026708_42068,0,0,0
7261,ENSRNOT00000011684_42069,211,207,196
7262,ENSRNOT00000036585_42070,51,50,47
7263,ENSRNOT00000047356_42071,39,39,39
7264,ENSRNOT00000024211_42072,59,58,55
7265,ENSRNOT00000002452_42073,0,0,0
7266,ENSRNOT00000087672_42074,0,0,0
7267,ENSRNOT00000022290_42075,3,3,2
7268,ENSRNOT00000021109_42076,0,0,0
7269,ENSRNOT00000036658_42077,33,32,28
7270,ENSRNOT00000041866_42078,0,0,0
7271,ENSRNOT00000032726_42079,0,0,0
7272,ENSRNOT00000002238_42080,3,0,0
7273,ENSRNOT00000085745_42081,23,23,22
7274,ENSRNOT00000010178_42082,34,34,29
7275,ENSRNOT00000026609_42083,0,0,0
7276,ENSRNOT00000022182_42084,53,50,47
7277,ENSRNOT00000065931_42085,27,26,25
7278,ENSRNOT00000017834_42086,0,0,0
7279,ENSRNOT00000090498_42087,3,3,3
7280,ENSRNOT00000086236_42088,462,451,413
7281,ENSRNOT00000088257_42089,0,0,0
7282,ENSRNOT00000050119_42090,22,22,19
7283,ENSRNOT00000048457_42091,0,0,0
7284,ENSRNOT00000071590_42092,145,141,126
7285,ENSRNOT00000091490_42093,146,145,137
7286,ENSRNOT00000042091_42094,0,0,0
7287,ENSRNOT00000040906_42095,22,20,17
7288,ENSRNOT00000004237_42096,0,0,0
7289,ENSRNOT00000061063_42097,3,3,2
7290,ENSRNOT00000080281_42098,0,0,0
7291,ENSRNOT00000003773_42099,0,0,0
7292,ENSRNOT00000088689_42100,10,10,10
7293,ENSRNOT00000065926_42101,89,75,65
7294,ENSRNOT00000058387_42102,14,14,13
7295,ENSRNOT00000088228_42103,0,0,0
7296,ENSRNOT00000006190_42104,406,402,392
7297,ENSRNOT00000005445_42105,1,1,0
7298,ENSRNOT00000021578_42106,2,2,1
7299,ENSRNOT00000028674_42107,2,2,1
7300,ENSRNOT00000064226_42108,0,0,0
7301,ENSRNOT00000015338_42109,106,105,99
7302,ENSRNOT00000023810_42110,0,0,0
7303,ENSRNOT00000038408_42111,0,0,0
7304,ENSRNOT00000016484_42112,0,0,0
7305,ENSRNOT00000015104_42113,0,0,0
7306,ENSRNOT00000027246_42114,1686,1494,1317
7307,ENSRNOT00000034990_42115,0,0,0
7308,ENSRNOT00000035123_42116,5,5,5
7309,ENSRNOT00000058831_42117,0,0,0
7310,ENSRNOT00000036282_42118,0,0,0
7311,ENSRNOT00000074170_42119,0,0,0
7312,ENSRNOT00000029713_42120,0,0,0
7313,ENSRNOT00000080897_42121,1,0,0
7314,ENSRNOT00000087071_42122,36,36,34
7315,ENSRNOT00000027060_42123,15,15,14
7316,ENSRNOT00000091777_42124,2,2,2
7317,ENSRNOT00000013275_42125,0,0,0
7318,ENSRNOT00000037397_42126,0,0,0
7319,ENSRNOT00000079675_42127,0,0,0
7320,ENSRNOT00000036690_42128,1,1,1
7321,ENSRNOT00000045937_42129,229,225,214
7322,ENSRNOT00000002567_42130,0,0,0
7323,ENSRNOT00000067663_42131,0,0,0
7324,ENSRNOT00000086531_42132,19,19,16
7325,ENSRNOT00000022628_42133,2,2,1
7326,ENSRNOT00000079291_42134,30,28,27
7327,ENSRNOT00000040968_42135,0,0,0
7328,ENSRNOT00000000253_42136,980,963,922
7329,ENSRNOT00000025410_42137,0,0,0
7330,ENSRNOT00000006225_42138,137,136,133
7331,ENSRNOT00000018872_42139,133,131,127
7332,ENSRNOT00000007914_42140,21,21,21
7333,ENSRNOT00000072536_42141,7,7,6
7334,ENSRNOT00000024419_42142,1,1,1
7335,ENSRNOT00000031315_42143,0,0,0
7336,ENSRNOT00000022063_42144,1,1,0
7337,ENSRNOT00000016433_42145,0,0,0
7338,ENSRNOT00000073464_42146,0,0,0
7339,ENSRNOT00000081508_42147,0,0,0
7340,ENSRNOT00000084491_42148,30,30,28
7341,ENSRNOT00000026700_42149,17,17,15
7342,ENSRNOT00000007157_42150,0,0,0
7343,ENSRNOT00000022670_42151,7,7,7
7344,ENSRNOT00000083763_42152,58,57,55
7345,ENSRNOT00000050701_42153,522,516,497
7346,ENSRNOT00000067000_42154,433,428,409
7347,ENSRNOT00000072733_42155,537,520,497
7348,ENSRNOT00000074349_42156,7,0,0
7349,ENSRNOT00000007379_42157,146,146,138
7350,ENSRNOT00000016013_42158,0,0,0
7351,ENSRNOT00000022773_42159,1,0,0
7352,ENSRNOT00000072550_42160,0,0,0
7353,ENSRNOT00000050653_42161,0,0,0
7354,ENSRNOT00000041925_42162,216,208,199
7355,ENSRNOT00000003435_42163,25,25,25
7356,ENSRNOT00000047587_42164,104,98,80
7357,ENSRNOT00000050555_42165,99,98,94
7358,ENSRNOT00000017960_42166,3,3,2
7359,ENSRNOT00000071199_42167,6,6,6
7360,ENSRNOT00000040199_42168,0,0,0
7361,ENSRNOT00000027232_42169,0,0,0
7362,ENSRNOT00000084203_42170,0,0,0
7363,ENSRNOT00000016361_42171,34,34,33
7364,ENSRNOT00000049895_42172,20,20,19
7365,ENSRNOT00000007462_42173,0,0,0
7366,ENSRNOT00000079648_42174,0,0,0
7367,ENSRNOT00000078114_42175,0,0,0
7368,ENSRNOT00000060357_42176,0,0,0
7369,ENSRNOT00000012864_42177,0,0,0
7370,ENSRNOT00000020566_42178,0,0,0
7371,ENSRNOT00000083770_42179,1,1,1
7372,ENSRNOT00000075714_42180,0,0,0
7373,ENSRNOT00000005071_42181,0,0,0
7374,ENSRNOT00000064792_42182,73,72,69
7375,ENSRNOT00000065426_42183,0,0,0
7376,ENSRNOT00000039492_42184,2,2,2
7377,ENSRNOT00000028606_42185,0,0,0
7378,ENSRNOT00000072737_42186,0,0,0
7379,ENSRNOT00000027647_42187,0,0,0
7380,ENSRNOT00000027173_42188,27,27,26
7381,ENSRNOT00000087833_42189,0,0,0
7382,ENSRNOT00000007032_42190,4,4,4
7383,ENSRNOT00000038426_42191,0,0,0
7384,ENSRNOT00000058163_42192,34,34,33
7385,ENSRNOT00000016208_42193,0,0,0
7386,ENSRNOT00000000308_42194,43,42,40
7387,ENSRNOT00000061162_42195,9,9,8
7388,ENSRNOT00000078609_42196,0,0,0
7389,ENSRNOT00000073285_42197,0,0,0
7390,ENSRNOT00000085826_42198,2,2,2
7391,ENSRNOT00000063911_42199,62,57,52
7392,ENSRNOT00000001202_42200,69,68,64
7393,ENSRNOT00000028247_42201,0,0,0
7394,ENSRNOT00000078142_42202,0,0,0
7395,ENSRNOT00000020894_42203,0,0,0
7396,ENSRNOT00000028960_42204,773,767,709
7397,ENSRNOT00000015415_42205,7,7,7
7398,ENSRNOT00000043543_42206,70,67,51
7399,ENSRNOT00000011592_42207,38,37,37
7400,ENSRNOT00000030024_42208,31,31,31
7401,ENSRNOT00000074920_42209,1,1,1
7402,ENSRNOT00000086008_42210,1,1,1
7403,ENSRNOT00000024948_42211,0,0,0
7404,ENSRNOT00000075126_42212,2763,2688,2515
7405,ENSRNOT00000061995_42213,21,21,20
7406,ENSRNOT00000004704_42214,0,0,0
7407,ENSRNOT00000029238_42215,105,103,98
7408,ENSRNOT00000012480_42216,1,1,1
7409,ENSRNOT00000035277_42217,68,66,63
7410,ENSRNOT00000014348_42218,26,26,21
7411,ENSRNOT00000013661_42219,13,12,11
7412,ENSRNOT00000064068_42220,0,0,0
7413,ENSRNOT00000018898_42221,0,0,0
7414,ENSRNOT00000041330_42222,55,55,47
7415,ENSRNOT00000060690_42223,0,0,0
7416,ENSRNOT00000005141_42224,0,0,0
7417,ENSRNOT00000033528_42225,0,0,0
7418,ENSRNOT00000005147_42226,185,180,168
7419,ENSRNOT00000041921_42227,13,13,12
7420,ENSRNOT00000084554_42228,37,37,33
7421,ENSRNOT00000070999_42229,12,12,12
7422,ENSRNOT00000092873_42230,1,1,1
7423,ENSRNOT00000020536_42231,569,553,529
7424,ENSRNOT00000033718_42232,0,0,0
7425,ENSRNOT00000027117_42233,9,9,9
7426,ENSRNOT00000059715_42234,14,11,11
7427,ENSRNOT00000006152_42235,21,20,19
7428,ENSRNOT00000043257_42236,2,2,2
7429,ENSRNOT00000090819_42237,204,198,168
7430,ENSRNOT00000016274_42238,85,82,80
7431,ENSRNOT00000015046_42239,0,0,0
7432,ENSRNOT00000041555_42240,76,69,63
7433,ENSRNOT00000018416_42241,2,2,2
7434,ENSRNOT00000091731_42242,5,3,3
7435,ENSRNOT00000082348_42243,3,3,3
7436,ENSRNOT00000028542_42244,9,9,8
7437,ENSRNOT00000064847_42245,0,0,0
7438,ENSRNOT00000055466_42246,0,0,0
7439,ENSRNOT00000087356_42247,16,16,12
7440,ENSRNOT00000015921_42248,28,26,25
7441,ENSRNOT00000023257_42249,96,94,91
7442,ENSRNOT00000071641_42250,0,0,0
7443,ENSRNOT00000038429_42251,10,10,9
7444,ENSRNOT00000073750_42252,0,0,0
7445,ENSRNOT00000067016_42253,0,0,0
7446,ENSRNOT00000007600_42254,0,0,0
7447,ENSRNOT00000087664_42255,504,496,454
7448,ENSRNOT00000083183_42256,21,21,19
7449,ENSRNOT00000049592_42257,60,59,55
7450,ENSRNOT00000007447_42258,35,35,30
7451,ENSRNOT00000027344_42259,0,0,0
7452,ENSRNOT00000014014_42260,0,0,0
7453,ENSRNOT00000002530_42261,54,54,48
7454,ENSRNOT00000003792_42262,16,16,14
7455,ENSRNOT00000084932_42263,0,0,0
7456,ENSRNOT00000016930_42264,3,3,3
7457,ENSRNOT00000033155_42265,0,0,0
7458,ENSRNOT00000092168_42266,0,0,0
7459,ENSRNOT00000087476_42267,0,0,0
7460,ENSRNOT00000017730_42268,0,0,0
7461,ENSRNOT00000018378_42269,10,10,8
7462,ENSRNOT00000074018_42270,9,9,9
7463,ENSRNOT00000066776_42271,16,16,14
