Geneid,rat_DMF_hi_RPH_6_S54_L002_R1_001
ENSRNOT00000052327_36510,1
ENSRNOT00000085159_36511,0
ENSRNOT00000019184_36512,75
ENSRNOT00000071709_36513,0
ENSRNOT00000021434_36514,14
ENSRNOT00000016946_36515,6
ENSRNOT00000014435_36516,19
ENSRNOT00000091649_36517,0
ENSRNOT00000087932_36518,11
ENSRNOT00000016752_36519,0
ENSRNOT00000008159_36520,3
ENSRNOT00000038154_36521,44
ENSRNOT00000002581_36522,16
ENSRNOT00000028079_36523,10
ENSRNOT00000051584_36524,4
ENSRNOT00000005048_36525,117
ENSRNOT00000012746_36526,0
ENSRNOT00000037415_36527,0
ENSRNOT00000058715_36528,21
ENSRNOT00000088493_36529,191
ENSRNOT00000081136_36530,0
ENSRNOT00000073093_36531,27
ENSRNOT00000079269_36532,0
ENSRNOT00000033047_36533,268
ENSRNOT00000093000_36534,0
ENSRNOT00000022480_36535,0
ENSRNOT00000017253_36536,4
ENSRNOT00000000597_36537,0
ENSRNOT00000030971_36538,0
ENSRNOT00000082185_36539,0
ENSRNOT00000074480_36540,0
ENSRNOT00000072338_36541,0
ENSRNOT00000018153_36542,10
ENSRNOT00000022043_36543,0
ENSRNOT00000081539_36544,23
ENSRNOT00000006385_36545,1
ENSRNOT00000028627_36546,4
ENSRNOT00000047731_36547,204
ENSRNOT00000001783_36548,81
ENSRNOT00000029651_36549,0
ENSRNOT00000011775_36550,3
ENSRNOT00000040672_36551,0
ENSRNOT00000086892_36552,106
ENSRNOT00000025948_36553,94
ENSRNOT00000006800_36554,0
ENSRNOT00000085216_36555,0
ENSRNOT00000079481_36556,0
ENSRNOT00000026795_36557,0
ENSRNOT00000089660_36558,0
ENSRNOT00000085583_36559,0
ENSRNOT00000090539_36560,0
ENSRNOT00000077695_36561,97
ENSRNOT00000073558_36562,0
ENSRNOT00000022742_36563,0
ENSRNOT00000006453_36564,0
ENSRNOT00000051701_36565,165
ENSRNOT00000043558_36566,27
ENSRNOT00000014252_36567,0
ENSRNOT00000013502_36568,115
ENSRNOT00000060387_36569,0
ENSRNOT00000082100_36570,1
ENSRNOT00000042587_36571,0
ENSRNOT00000083208_36572,48
ENSRNOT00000028434_36573,23
ENSRNOT00000007608_36574,0
ENSRNOT00000033656_36575,45
ENSRNOT00000086867_36576,0
ENSRNOT00000074706_36577,0
ENSRNOT00000092886_36578,18
ENSRNOT00000009552_36579,345
ENSRNOT00000045231_36580,0
ENSRNOT00000061114_36581,18
ENSRNOT00000024283_36582,0
ENSRNOT00000009775_36583,0
ENSRNOT00000048817_36584,69
ENSRNOT00000074109_36585,5
ENSRNOT00000036769_36586,0
ENSRNOT00000010320_36587,0
ENSRNOT00000089495_36588,0
ENSRNOT00000082967_36589,134
ENSRNOT00000050795_36590,0
ENSRNOT00000071210_36591,0
ENSRNOT00000015185_36592,0
ENSRNOT00000037345_36593,0
ENSRNOT00000042191_36594,0
ENSRNOT00000061208_36595,0
ENSRNOT00000032843_36596,2
ENSRNOT00000040165_36597,0
ENSRNOT00000024099_36598,9
ENSRNOT00000088339_36599,95
ENSRNOT00000047694_36600,39
ENSRNOT00000028143_36601,0
ENSRNOT00000054957_36602,2435
ENSRNOT00000047309_36603,0
ENSRNOT00000083350_36604,52
ENSRNOT00000013030_36605,0
ENSRNOT00000075116_36606,1
ENSRNOT00000080235_36607,2
ENSRNOT00000088527_36608,0
ENSRNOT00000013335_36609,0
ENSRNOT00000082792_36610,0
ENSRNOT00000085156_36611,0
ENSRNOT00000093039_36612,0
ENSRNOT00000016568_36613,0
ENSRNOT00000066548_36614,0
ENSRNOT00000001479_36615,12
ENSRNOT00000007312_36616,1
ENSRNOT00000066915_36617,9
ENSRNOT00000036989_36618,0
ENSRNOT00000026408_36619,133
ENSRNOT00000048459_36620,10
ENSRNOT00000025467_36621,449
ENSRNOT00000018431_36622,278
ENSRNOT00000072452_36623,29
ENSRNOT00000073673_36624,0
ENSRNOT00000084266_36625,0
ENSRNOT00000089385_36626,0
ENSRNOT00000057619_36627,0
ENSRNOT00000035692_36628,0
ENSRNOT00000067920_36629,0
ENSRNOT00000012253_36630,55
ENSRNOT00000030502_36631,0
ENSRNOT00000014629_36632,42
ENSRNOT00000052100_36633,0
ENSRNOT00000009120_36634,537
ENSRNOT00000079174_36635,0
ENSRNOT00000036719_36636,43
ENSRNOT00000024671_36637,247
ENSRNOT00000077253_36638,0
ENSRNOT00000044676_36639,0
ENSRNOT00000061392_36640,52
ENSRNOT00000073550_36641,12
ENSRNOT00000071593_36642,0
ENSRNOT00000087358_36643,0
ENSRNOT00000050370_36644,0
ENSRNOT00000067085_36645,165
ENSRNOT00000001605_36646,57
ENSRNOT00000077134_36647,0
ENSRNOT00000081484_36648,386
ENSRNOT00000004872_36649,0
ENSRNOT00000012060_36650,19
ENSRNOT00000028696_36651,0
ENSRNOT00000079168_36652,8
ENSRNOT00000087713_36653,93
ENSRNOT00000045362_36654,78
ENSRNOT00000056151_36655,885
ENSRNOT00000031018_36656,7
ENSRNOT00000041552_36657,0
ENSRNOT00000089953_36658,0
ENSRNOT00000064410_36659,0
ENSRNOT00000089762_36660,0
ENSRNOT00000040441_36661,0
ENSRNOT00000000510_36662,0
ENSRNOT00000061253_36663,1
ENSRNOT00000039911_36664,24
ENSRNOT00000050832_36665,0
ENSRNOT00000020337_36666,83
ENSRNOT00000043788_36667,25
ENSRNOT00000038448_36668,573
ENSRNOT00000025898_36669,9
ENSRNOT00000016265_36670,64
ENSRNOT00000070889_36671,0
ENSRNOT00000021748_36672,0
ENSRNOT00000027875_36673,0
ENSRNOT00000017063_36674,61
ENSRNOT00000078082_36675,0
ENSRNOT00000047286_36676,0
ENSRNOT00000075300_36677,11
ENSRNOT00000088178_36678,0
ENSRNOT00000041665_36679,0
ENSRNOT00000002866_36680,0
ENSRNOT00000001084_36681,1
ENSRNOT00000044838_36682,0
ENSRNOT00000008885_36683,1
ENSRNOT00000006708_36684,86
ENSRNOT00000021719_36685,0
ENSRNOT00000067324_36687,6
ENSRNOT00000067312_36688,0
ENSRNOT00000000658_36689,2
ENSRNOT00000017943_36690,0
ENSRNOT00000016414_36691,0
ENSRNOT00000071452_36692,0
ENSRNOT00000083153_36693,25
ENSRNOT00000044467_36694,0
ENSRNOT00000087952_36695,0
ENSRNOT00000066349_36696,3
ENSRNOT00000017588_36697,192
ENSRNOT00000026878_36698,1
ENSRNOT00000064667_36699,46
ENSRNOT00000015687_36700,111
ENSRNOT00000091427_36701,0
ENSRNOT00000031896_36702,0
ENSRNOT00000016677_36703,545
ENSRNOT00000028115_36704,7
ENSRNOT00000088895_36705,80
ENSRNOT00000006115_36706,0
ENSRNOT00000046842_36707,0
ENSRNOT00000056742_36708,0
ENSRNOT00000008690_36709,0
ENSRNOT00000005426_36710,59
ENSRNOT00000035035_36711,0
ENSRNOT00000027604_36712,5
ENSRNOT00000048463_36713,0
ENSRNOT00000011096_36714,74
ENSRNOT00000000060_36715,0
ENSRNOT00000003198_36716,1
ENSRNOT00000059154_36717,0
ENSRNOT00000001016_36718,0
ENSRNOT00000001570_36719,3
ENSRNOT00000089570_36720,0
ENSRNOT00000083429_36721,56
ENSRNOT00000007498_36722,49
ENSRNOT00000080094_36723,5
ENSRNOT00000002222_36724,241
ENSRNOT00000058101_36725,0
ENSRNOT00000058163_36726,16
ENSRNOT00000005839_36727,0
ENSRNOT00000039221_36728,1
ENSRNOT00000077332_36729,0
ENSRNOT00000091810_36730,9
ENSRNOT00000027242_36731,0
ENSRNOT00000084270_36732,8
ENSRNOT00000085068_36733,0
ENSRNOT00000050744_36734,0
ENSRNOT00000036819_36735,26
ENSRNOT00000026938_36736,12
ENSRNOT00000031365_36737,13
ENSRNOT00000033265_36738,0
ENSRNOT00000001539_36739,3
ENSRNOT00000028331_36740,40
ENSRNOT00000049264_36741,0
ENSRNOT00000079588_36742,0
ENSRNOT00000034817_36743,0
ENSRNOT00000006809_36744,0
ENSRNOT00000068050_36745,54
ENSRNOT00000065528_36746,0
ENSRNOT00000017393_36747,0
ENSRNOT00000019155_36748,0
ENSRNOT00000072660_36749,0
ENSRNOT00000083677_36750,822
ENSRNOT00000083687_36751,0
ENSRNOT00000034300_36752,0
ENSRNOT00000024096_36753,343
ENSRNOT00000047685_36754,0
ENSRNOT00000032786_36755,2
ENSRNOT00000004939_36756,44
ENSRNOT00000029829_36757,10
ENSRNOT00000021802_36758,0
ENSRNOT00000054880_36759,0
ENSRNOT00000046164_36760,0
ENSRNOT00000030519_36761,144
ENSRNOT00000055192_36762,0
ENSRNOT00000031316_36763,0
ENSRNOT00000092660_36764,0
ENSRNOT00000009421_36765,1
ENSRNOT00000078999_36766,21
ENSRNOT00000089800_36767,3
ENSRNOT00000032158_36768,1
ENSRNOT00000008253_36769,3
ENSRNOT00000018782_36770,83
ENSRNOT00000019820_36771,0
ENSRNOT00000009874_36772,0
ENSRNOT00000087162_36773,94
ENSRNOT00000079274_36774,0
ENSRNOT00000021153_36775,13
ENSRNOT00000011300_36776,0
ENSRNOT00000045841_36777,0
ENSRNOT00000006272_36778,1
ENSRNOT00000021403_36779,2314
ENSRNOT00000085600_36780,282
ENSRNOT00000078338_36781,1
ENSRNOT00000071450_36782,0
ENSRNOT00000012671_36783,11
ENSRNOT00000006924_36784,168
ENSRNOT00000085199_36785,25
ENSRNOT00000004672_36786,13
ENSRNOT00000055437_36787,143
ENSRNOT00000021268_36788,0
ENSRNOT00000025093_36789,491
ENSRNOT00000000124_36790,57
ENSRNOT00000017955_36791,173
ENSRNOT00000013126_36792,5
ENSRNOT00000047840_36793,680
ENSRNOT00000080138_36794,4
ENSRNOT00000081922_36795,0
ENSRNOT00000092151_36796,154
ENSRNOT00000001712_36797,0
ENSRNOT00000003714_36798,8
ENSRNOT00000052294_36799,0
ENSRNOT00000074437_36800,0
ENSRNOT00000086164_36801,0
ENSRNOT00000004495_36802,40
ENSRNOT00000022932_36803,0
ENSRNOT00000060078_36804,168
ENSRNOT00000023278_36805,32
ENSRNOT00000049028_36806,154
ENSRNOT00000025499_36807,139
ENSRNOT00000025129_36808,1
ENSRNOT00000061504_36809,2
ENSRNOT00000018630_36810,0
ENSRNOT00000059564_36811,621
ENSRNOT00000088555_36812,3
ENSRNOT00000072382_36813,0
ENSRNOT00000074374_36814,21
ENSRNOT00000074642_36815,0
ENSRNOT00000012141_36816,245
ENSRNOT00000070930_36817,317
ENSRNOT00000014762_36818,0
ENSRNOT00000052224_36819,0
ENSRNOT00000021353_36820,2
ENSRNOT00000017575_36821,58
ENSRNOT00000012160_36822,26
ENSRNOT00000065640_36823,0
ENSRNOT00000007088_36824,0
ENSRNOT00000068693_36825,2
ENSRNOT00000060378_36826,0
ENSRNOT00000035002_36827,1
ENSRNOT00000078161_36828,34
ENSRNOT00000045379_36829,5
ENSRNOT00000009718_36830,0
ENSRNOT00000051241_36831,0
ENSRNOT00000024937_36832,0
ENSRNOT00000001292_36833,1
ENSRNOT00000041513_36834,0
ENSRNOT00000002194_36835,799
ENSRNOT00000033978_36836,1
ENSRNOT00000007917_36837,30
ENSRNOT00000009483_36838,64
ENSRNOT00000044947_36839,0
ENSRNOT00000027128_36840,0
ENSRNOT00000046809_36841,0
ENSRNOT00000004783_36842,13
ENSRNOT00000092629_36843,60
ENSRNOT00000025606_36844,0
ENSRNOT00000049877_36845,0
ENSRNOT00000036606_36846,96
ENSRNOT00000057490_36847,0
ENSRNOT00000058476_36848,0
ENSRNOT00000092067_36849,0
ENSRNOT00000013242_36850,63
ENSRNOT00000066581_36851,5
ENSRNOT00000022054_36852,1
ENSRNOT00000090373_36853,0
ENSRNOT00000080851_36854,0
ENSRNOT00000040475_36855,32
ENSRNOT00000084020_36856,0
ENSRNOT00000022865_36857,51
ENSRNOT00000085151_36858,0
ENSRNOT00000010588_36859,2
ENSRNOT00000038888_36860,3
ENSRNOT00000027931_36861,0
ENSRNOT00000077033_36862,0
ENSRNOT00000072063_36863,0
ENSRNOT00000088729_36864,0
ENSRNOT00000041791_36865,0
ENSRNOT00000017338_36866,44
ENSRNOT00000016306_36867,0
ENSRNOT00000048141_36868,1
ENSRNOT00000004905_36869,213
ENSRNOT00000024286_36870,154
ENSRNOT00000071817_36871,41
ENSRNOT00000008544_36872,0
ENSRNOT00000077636_36873,0
ENSRNOT00000022827_36874,0
ENSRNOT00000077763_36875,0
ENSRNOT00000002053_36876,7
ENSRNOT00000049741_36877,8
ENSRNOT00000030074_36878,0
ENSRNOT00000012094_36879,6
ENSRNOT00000074000_36880,73
ENSRNOT00000033772_36881,0
ENSRNOT00000045056_36882,16
ENSRNOT00000022939_36883,19
ENSRNOT00000071005_36884,0
ENSRNOT00000004074_36885,3
ENSRNOT00000065601_36886,0
ENSRNOT00000073130_36887,2
ENSRNOT00000017888_36888,0
ENSRNOT00000055111_36889,0
ENSRNOT00000010645_36890,0
ENSRNOT00000039531_36891,0
ENSRNOT00000015434_36892,8
ENSRNOT00000035672_36893,0
ENSRNOT00000013321_36894,2
ENSRNOT00000065285_36895,34
ENSRNOT00000066477_36896,2
ENSRNOT00000017903_36897,0
ENSRNOT00000087923_36898,0
ENSRNOT00000088503_36899,19
ENSRNOT00000077342_36900,0
ENSRNOT00000071436_36901,1
ENSRNOT00000008262_36902,2
ENSRNOT00000046481_36903,0
ENSRNOT00000032156_36904,11
ENSRNOT00000075178_36905,0
ENSRNOT00000056143_36906,0
ENSRNOT00000030161_36907,0
ENSRNOT00000046126_36908,35
ENSRNOT00000017559_36909,0
ENSRNOT00000016089_36910,16
ENSRNOT00000021917_36911,0
ENSRNOT00000003779_36912,172
ENSRNOT00000025649_36913,99
ENSRNOT00000013279_36914,6
ENSRNOT00000085666_36915,0
ENSRNOT00000014455_36916,0
ENSRNOT00000060465_36917,0
ENSRNOT00000019044_36918,60
ENSRNOT00000002299_36919,0
ENSRNOT00000072449_36920,0
ENSRNOT00000064241_36921,0
ENSRNOT00000082562_36922,0
ENSRNOT00000075630_36923,77
ENSRNOT00000080032_36924,0
ENSRNOT00000005162_36925,3
ENSRNOT00000057096_36926,6
ENSRNOT00000025873_36927,62
ENSRNOT00000022282_36928,0
ENSRNOT00000086261_36929,0
ENSRNOT00000000907_36930,0
ENSRNOT00000029587_36931,0
ENSRNOT00000034960_36932,0
ENSRNOT00000040406_36933,0
ENSRNOT00000019672_36934,154
ENSRNOT00000028601_36935,0
ENSRNOT00000068354_36936,29
ENSRNOT00000039337_36937,281
ENSRNOT00000082822_36938,0
ENSRNOT00000077165_36939,0
ENSRNOT00000045837_36940,6
ENSRNOT00000011273_36941,189
ENSRNOT00000079617_36942,100
ENSRNOT00000084082_36943,22
ENSRNOT00000049950_36944,0
ENSRNOT00000091565_36945,0
ENSRNOT00000047271_36946,1
ENSRNOT00000025790_36947,122
ENSRNOT00000012209_36948,47
ENSRNOT00000091441_36949,0
ENSRNOT00000078102_36950,0
ENSRNOT00000021612_36951,5
ENSRNOT00000048396_36952,0
ENSRNOT00000020975_36953,0
ENSRNOT00000093083_36954,13
ENSRNOT00000024251_36955,0
ENSRNOT00000090438_36956,0
ENSRNOT00000026772_36957,0
ENSRNOT00000022076_36958,0
ENSRNOT00000017337_36959,0
ENSRNOT00000051112_36960,0
ENSRNOT00000021152_36961,53
ENSRNOT00000077317_36962,9
ENSRNOT00000061761_36963,9
ENSRNOT00000080227_36964,1
ENSRNOT00000014319_36965,0
ENSRNOT00000091588_36966,23
ENSRNOT00000068525_36967,0
ENSRNOT00000067725_36968,3
ENSRNOT00000019931_36969,3
ENSRNOT00000052130_36970,2
ENSRNOT00000002188_36971,0
ENSRNOT00000009544_36972,0
ENSRNOT00000047478_36973,0
ENSRNOT00000072129_36974,41
ENSRNOT00000013154_36975,0
ENSRNOT00000075464_36976,491
ENSRNOT00000057739_36977,11
ENSRNOT00000009806_36978,35
ENSRNOT00000019650_36979,0
ENSRNOT00000028062_36980,0
ENSRNOT00000003703_36981,0
ENSRNOT00000019358_36982,338
ENSRNOT00000020281_36983,0
ENSRNOT00000022734_36984,1102
ENSRNOT00000045907_36985,6
ENSRNOT00000059627_36986,7
ENSRNOT00000014267_36987,0
ENSRNOT00000024467_36988,1
ENSRNOT00000006667_36989,0
ENSRNOT00000078008_36990,0
ENSRNOT00000081080_36991,11
ENSRNOT00000072899_36992,0
ENSRNOT00000018573_36993,0
ENSRNOT00000034108_36994,0
ENSRNOT00000041612_36995,0
ENSRNOT00000047427_36996,33
ENSRNOT00000029866_36997,1
ENSRNOT00000084016_36998,0
ENSRNOT00000034669_36999,93
ENSRNOT00000010630_37000,8
ENSRNOT00000029035_37001,0
ENSRNOT00000091688_37002,0
ENSRNOT00000001952_37003,0
ENSRNOT00000082160_37004,163
ENSRNOT00000064083_37005,75
ENSRNOT00000088877_37006,0
ENSRNOT00000077158_37007,0
ENSRNOT00000048860_37008,0
ENSRNOT00000024077_37009,0
ENSRNOT00000048046_37010,0
ENSRNOT00000089850_37011,2
ENSRNOT00000086784_37012,0
ENSRNOT00000049091_37013,0
ENSRNOT00000010418_37014,0
ENSRNOT00000009838_37015,13
ENSRNOT00000080121_37016,0
ENSRNOT00000008003_37017,0
ENSRNOT00000071955_37018,0
ENSRNOT00000011743_37019,0
ENSRNOT00000003489_37020,0
ENSRNOT00000013771_37021,167
ENSRNOT00000006406_37022,20
ENSRNOT00000028211_37023,2
ENSRNOT00000036942_37024,15
ENSRNOT00000028462_37025,112
ENSRNOT00000087327_37026,0
ENSRNOT00000085788_37027,24
ENSRNOT00000073986_37028,4
ENSRNOT00000007723_37029,0
ENSRNOT00000005042_37030,0
ENSRNOT00000065071_37031,1
ENSRNOT00000047024_37032,0
ENSRNOT00000064328_37033,2
ENSRNOT00000001853_37034,3
ENSRNOT00000021145_37035,8
ENSRNOT00000034448_37036,37
ENSRNOT00000043184_37037,0
ENSRNOT00000031564_37038,2
ENSRNOT00000015240_37039,121
ENSRNOT00000083049_37040,134
ENSRNOT00000013362_37041,50
ENSRNOT00000024126_37042,57
ENSRNOT00000060093_37043,0
ENSRNOT00000093108_37044,0
ENSRNOT00000023543_37045,293
ENSRNOT00000008023_37046,0
ENSRNOT00000026017_37047,0
ENSRNOT00000010658_37048,0
ENSRNOT00000045125_37049,0
ENSRNOT00000019524_37050,0
ENSRNOT00000025241_37051,12
ENSRNOT00000083642_37052,0
ENSRNOT00000016848_37053,0
ENSRNOT00000013609_37054,70
ENSRNOT00000081934_37055,0
ENSRNOT00000025228_37056,1
ENSRNOT00000055542_37057,13
ENSRNOT00000046268_37058,0
ENSRNOT00000074169_37059,0
ENSRNOT00000011588_37060,0
ENSRNOT00000000718_37061,0
ENSRNOT00000084616_37062,3
ENSRNOT00000013768_37063,0
ENSRNOT00000013316_37064,10
ENSRNOT00000006306_37065,8
ENSRNOT00000009458_37066,0
ENSRNOT00000083319_37067,0
ENSRNOT00000007162_37068,15
ENSRNOT00000019768_37069,1
ENSRNOT00000047511_37070,2290
ENSRNOT00000018682_37071,0
ENSRNOT00000003844_37072,56
ENSRNOT00000076896_37073,18
ENSRNOT00000043491_37074,332
ENSRNOT00000002260_37075,512
ENSRNOT00000042974_37076,0
ENSRNOT00000013520_37077,0
ENSRNOT00000049525_37078,0
ENSRNOT00000049709_37079,0
ENSRNOT00000057577_37080,0
ENSRNOT00000081913_37081,72
ENSRNOT00000079033_37082,0
ENSRNOT00000074194_37083,0
ENSRNOT00000020900_37084,53
ENSRNOT00000071599_37085,0
ENSRNOT00000065997_37086,201
ENSRNOT00000012608_37087,1904
ENSRNOT00000046383_37088,0
ENSRNOT00000073232_37089,0
ENSRNOT00000046240_37090,2508
ENSRNOT00000005876_37091,0
ENSRNOT00000020044_37092,1
ENSRNOT00000048115_37093,190
ENSRNOT00000005425_37094,0
ENSRNOT00000081096_37095,38
ENSRNOT00000042649_37096,0
ENSRNOT00000084964_37097,14
ENSRNOT00000074102_37098,0
ENSRNOT00000075465_37099,1
ENSRNOT00000014211_37100,71
ENSRNOT00000032477_37101,3
ENSRNOT00000027869_37102,43
ENSRNOT00000011181_37103,0
ENSRNOT00000006160_37104,7
ENSRNOT00000005671_37105,0
ENSRNOT00000007788_37106,0
ENSRNOT00000041127_37107,0
ENSRNOT00000010333_37108,1
ENSRNOT00000036442_37109,7
ENSRNOT00000055412_37110,0
ENSRNOT00000066520_37111,7
ENSRNOT00000015296_37112,0
ENSRNOT00000050963_37113,1
ENSRNOT00000073540_37114,0
ENSRNOT00000021703_37115,0
ENSRNOT00000092051_37116,0
ENSRNOT00000067907_37117,872
ENSRNOT00000039102_37118,2
ENSRNOT00000082326_37119,0
ENSRNOT00000091674_37120,0
ENSRNOT00000064594_37121,6
ENSRNOT00000078092_37122,0
ENSRNOT00000050476_37123,3
ENSRNOT00000044711_37124,1202
ENSRNOT00000077649_37125,2
ENSRNOT00000030579_37126,0
ENSRNOT00000026587_37127,9
ENSRNOT00000007481_37128,0
ENSRNOT00000026897_37129,0
ENSRNOT00000060304_37130,0
ENSRNOT00000065188_37131,47
ENSRNOT00000073559_37132,28
ENSRNOT00000078675_37133,0
ENSRNOT00000033529_37134,0
ENSRNOT00000021865_37135,27
ENSRNOT00000028639_37136,6
ENSRNOT00000015177_37137,357
ENSRNOT00000079783_37138,203
ENSRNOT00000015447_37139,0
ENSRNOT00000048647_37140,0
ENSRNOT00000083341_37141,5
ENSRNOT00000025284_37142,792
ENSRNOT00000091103_37143,0
ENSRNOT00000051452_37144,0
ENSRNOT00000085847_37145,0
ENSRNOT00000014738_37146,39
ENSRNOT00000038016_37147,6
ENSRNOT00000050333_37148,0
ENSRNOT00000084107_37149,5
ENSRNOT00000020700_37150,0
ENSRNOT00000042029_37151,0
ENSRNOT00000051347_37152,2
ENSRNOT00000015322_37153,9
ENSRNOT00000056272_37154,0
ENSRNOT00000084395_37155,30
ENSRNOT00000075035_37156,68
ENSRNOT00000086468_37157,0
ENSRNOT00000090327_37158,0
ENSRNOT00000020660_37159,1
ENSRNOT00000089108_37160,0
ENSRNOT00000051470_37161,0
ENSRNOT00000081360_37162,0
ENSRNOT00000018058_37163,0
ENSRNOT00000029279_37164,87
ENSRNOT00000022892_37165,617
ENSRNOT00000064385_37166,2
ENSRNOT00000079171_37167,0
ENSRNOT00000027995_37168,227
ENSRNOT00000008803_37169,0
ENSRNOT00000005935_37170,0
ENSRNOT00000058683_37171,0
ENSRNOT00000003013_37172,916
ENSRNOT00000044675_37173,0
ENSRNOT00000034102_37174,0
ENSRNOT00000024040_37175,0
ENSRNOT00000019113_37176,0
ENSRNOT00000036798_37177,0
ENSRNOT00000004403_37178,0
ENSRNOT00000002745_37179,0
ENSRNOT00000012510_37180,33
ENSRNOT00000061769_37181,0
ENSRNOT00000071609_37182,0
ENSRNOT00000093254_37183,73
ENSRNOT00000077758_37184,30
ENSRNOT00000060861_37185,0
ENSRNOT00000020699_37186,0
ENSRNOT00000043529_37187,0
ENSRNOT00000007130_37188,10
ENSRNOT00000072645_37189,0
ENSRNOT00000024655_37190,0
ENSRNOT00000014885_37191,35
ENSRNOT00000074870_37192,0
ENSRNOT00000040016_37193,0
ENSRNOT00000075752_37194,0
ENSRNOT00000073135_37195,11
ENSRNOT00000057169_37196,0
ENSRNOT00000077297_37197,0
ENSRNOT00000093000_37198,0
ENSRNOT00000005881_37199,20
ENSRNOT00000028173_37200,3
ENSRNOT00000087263_37201,0
ENSRNOT00000061786_37202,958
ENSRNOT00000004641_37203,60
ENSRNOT00000015281_37204,0
ENSRNOT00000020785_37205,477
ENSRNOT00000014284_37206,0
ENSRNOT00000024186_37207,0
ENSRNOT00000035329_37208,7
ENSRNOT00000056675_37209,279
ENSRNOT00000078710_37210,242
ENSRNOT00000035577_37211,0
ENSRNOT00000046416_37212,0
ENSRNOT00000084385_37213,0
ENSRNOT00000090682_37214,0
ENSRNOT00000072118_37215,3
ENSRNOT00000015705_37216,0
ENSRNOT00000015138_37217,1
ENSRNOT00000000365_37218,128
ENSRNOT00000001593_37219,1173
ENSRNOT00000027974_37220,0
ENSRNOT00000019014_37221,0
ENSRNOT00000052131_37222,474
ENSRNOT00000025693_37223,4
ENSRNOT00000015494_37224,104
ENSRNOT00000050649_37225,2
ENSRNOT00000012310_37226,69
ENSRNOT00000080753_37227,0
ENSRNOT00000073104_37228,7
ENSRNOT00000017485_37229,5
ENSRNOT00000086259_37230,0
ENSRNOT00000038315_37231,0
ENSRNOT00000004138_37232,1
ENSRNOT00000091449_37233,0
ENSRNOT00000059292_37234,0
ENSRNOT00000005961_37235,201
ENSRNOT00000028070_37236,59
ENSRNOT00000071314_37237,1
ENSRNOT00000055879_37238,0
ENSRNOT00000059192_37239,7
ENSRNOT00000024648_37240,323
ENSRNOT00000016963_37241,62
ENSRNOT00000028390_37242,570
ENSRNOT00000034209_37243,0
ENSRNOT00000049665_37244,0
ENSRNOT00000036990_37245,0
ENSRNOT00000093348_37246,0
ENSRNOT00000003010_37247,24
ENSRNOT00000073732_37248,0
ENSRNOT00000011936_37249,0
ENSRNOT00000075730_37250,1
ENSRNOT00000047128_37251,0
ENSRNOT00000027730_37252,0
ENSRNOT00000078290_37253,0
ENSRNOT00000011851_37254,39
ENSRNOT00000086414_37255,9
ENSRNOT00000009610_37256,13
ENSRNOT00000027829_37257,0
ENSRNOT00000012811_37258,0
ENSRNOT00000034888_37259,16
ENSRNOT00000071946_37260,8
ENSRNOT00000005366_37261,12
ENSRNOT00000041790_37262,0
ENSRNOT00000046664_37263,0
ENSRNOT00000012676_37264,0
ENSRNOT00000078994_37265,0
ENSRNOT00000064609_37266,0
ENSRNOT00000021982_37267,0
ENSRNOT00000036299_37268,0
ENSRNOT00000028787_37269,38
ENSRNOT00000022247_37270,0
ENSRNOT00000078454_37271,0
ENSRNOT00000072404_37272,0
ENSRNOT00000073221_37273,18
ENSRNOT00000081197_37274,14
ENSRNOT00000078282_37275,195
ENSRNOT00000010203_37276,0
ENSRNOT00000026457_37277,0
ENSRNOT00000082953_37278,518
ENSRNOT00000074572_37279,0
ENSRNOT00000012233_37280,47
ENSRNOT00000049344_37281,115
ENSRNOT00000032620_37282,16
ENSRNOT00000082376_37283,0
ENSRNOT00000026398_37284,2443
ENSRNOT00000074347_37285,0
ENSRNOT00000024296_37286,0
ENSRNOT00000058206_37287,15
ENSRNOT00000067332_37288,67
ENSRNOT00000071655_37289,0
ENSRNOT00000090172_37290,0
ENSRNOT00000009951_37291,0
ENSRNOT00000060378_37292,0
ENSRNOT00000041240_37293,0
ENSRNOT00000036343_37294,0
ENSRNOT00000057242_37295,12
ENSRNOT00000051488_37296,0
ENSRNOT00000090131_37297,17
ENSRNOT00000020707_37298,147
ENSRNOT00000083256_37299,1
ENSRNOT00000092186_37300,2
ENSRNOT00000040731_37301,0
ENSRNOT00000045086_37302,8
ENSRNOT00000034483_37303,0
ENSRNOT00000025327_37304,505
ENSRNOT00000016839_37305,0
ENSRNOT00000037067_37306,9
ENSRNOT00000010001_37307,0
ENSRNOT00000046715_37308,0
ENSRNOT00000013989_37309,0
ENSRNOT00000083549_37310,0
ENSRNOT00000043728_37311,0
ENSRNOT00000058894_37312,0
ENSRNOT00000016061_37313,0
ENSRNOT00000015181_37314,0
ENSRNOT00000014928_37315,0
ENSRNOT00000028178_37316,11
ENSRNOT00000026430_37317,2
ENSRNOT00000085191_37318,24
ENSRNOT00000091376_37319,0
ENSRNOT00000045135_37320,1
ENSRNOT00000037530_37321,2
ENSRNOT00000090461_37322,0
ENSRNOT00000077516_37323,13
ENSRNOT00000002058_37324,0
ENSRNOT00000074494_37325,340
ENSRNOT00000067998_37326,132
ENSRNOT00000088561_37327,18
ENSRNOT00000068159_37328,0
ENSRNOT00000024813_37329,0
ENSRNOT00000005509_37330,0
ENSRNOT00000028487_37331,25
